   -.788  -.554  -.314  -.155   .067   .088   .163   .190   .226   .245   .257   .257   .257   .257
   1.654  1.452  1.173   .950   .563   .516   .512   .463   .390   .292   .116   .116   .116   .116
   -.788  -.554  -.314  -.155   .067   .088   .163   .190   .226   .245   .257   .257   .257   .257
   1.654  1.452  1.173   .950   .563   .516   .512   .463   .390   .292   .116   .116   .116   .116
   -.788  -.554  -.314  -.155   .067   .088   .163   .190   .226   .245   .257   .257   .257   .257
   1.654  1.452  1.173   .950   .563   .516   .512   .463   .390   .292   .116   .116   .116   .116
   -.788  -.554  -.314  -.155   .067   .088   .163   .190   .226   .245   .257   .257   .257   .257
   1.654  1.452  1.173   .950   .563   .516   .512   .463   .390   .292   .116   .116   .116   .116
   -.788  -.554  -.314  -.155   .067   .088   .163   .190   .226   .245   .257   .257   .257   .257
   1.654  1.452  1.173   .950   .563   .516   .512   .463   .390   .292   .116   .116   .116   .116
   -.788  -.554  -.314  -.155   .067   .088   .163   .190   .226   .245   .257   .257   .257   .257
   1.654  1.452  1.173   .950   .563   .516   .512   .463   .390   .292   .116   .116   .116   .116
   -.788  -.554  -.314  -.155   .067   .088   .163   .190   .226   .245   .257   .257   .257   .257
   1.654  1.452  1.173   .950   .563   .516   .512   .463   .390   .292   .116   .116   .116   .116
   -.788  -.554  -.314  -.155   .067   .088   .163   .190   .226   .245   .257   .257   .257   .257
   1.654  1.452  1.173   .950   .563   .516   .512   .463   .390   .292   .116   .116   .116   .116
   -.788  -.554  -.314  -.155   .067   .088   .163   .190   .226   .245   .257   .257   .257   .257
   1.654  1.452  1.173   .950   .563   .516   .512   .463   .390   .292   .116   .116   .116   .116
   -.788  -.554  -.314  -.155   .067   .088   .163   .190   .226   .245   .257   .257   .257   .257
   1.654  1.452  1.173   .950   .563   .516   .512   .463   .390   .292   .116   .116   .116   .116
   -.788  -.554  -.314  -.155   .067   .088   .163   .190   .226   .245   .257   .257   .257   .257
   1.654  1.452  1.173   .950   .563   .516   .512   .463   .390   .292   .116   .116   .116   .116
   -.788  -.554  -.314  -.155   .067   .088   .163   .190   .226   .245   .257   .257   .257   .257
   1.654  1.452  1.173   .950   .563   .516   .512   .463   .390   .292   .116   .116   .116   .116
   -.788  -.554  -.314  -.155   .067   .088   .163   .190   .226   .245   .257   .257   .257   .257
   1.654  1.452  1.173   .950   .563   .516   .512   .463   .390   .292   .116   .116   .116   .116
   -.788  -.554  -.314  -.155   .067   .088   .163   .190   .226   .245   .257   .257   .257   .257
    .997   .731  1.851  1.240   .935   .889   .968   .815   .659   .473   .105   .105   .105   .105
   -.002   .224 -1.035  -.387  -.116  -.061  -.116  -.002   .085   .152   .291   .291   .291   .291
    .222  1.079  1.673  1.383   .745   .687   .817   .697   .579   .419   .097   .097   .097   .097
    .687  -.293  -.904  -.589   .026   .072   .028   .103   .143   .178   .263   .263   .263   .263
    .387  1.964  1.527  1.249   .618   .564   .648   .567   .495   .370   .099   .099   .099   .099
    .485 -1.149  -.732  -.433   .105   .138   .203   .230   .219   .207   .236   .236   .236   .236
    .691  2.056  1.426  1.126   .542   .493   .565   .481   .419   .328   .098   .098   .098   .098
    .214 -1.211  -.597  -.304   .133   .156   .283   .309   .286   .234   .220   .220   .220   .220
    .676  2.154  1.411  1.016   .495   .452   .631   .547   .440   .294   .088   .088   .088   .088
    .188 -1.291  -.555  -.201   .141   .156   .200   .224   .244   .245   .219   .219   .219   .219
   3.199  1.904  1.339   .965   .466   .424   .520   .465   .389   .276   .091   .091   .091   .091
  -2.380 -1.001  -.464  -.161   .144   .159   .255   .261   .262   .243   .212   .212   .212   .212
   2.205  1.628  1.243   .935   .484   .439   .475   .425   .362   .268   .096   .096   .096   .096
  -1.318  -.703  -.364  -.139   .114   .131   .249   .262   .264   .243   .212   .212   .212   .212
   1.681  1.421  1.126   .887   .513   .470   .464   .416   .346   .257   .097   .097   .097   .097
   -.785  -.502  -.257  -.096   .097   .113   .225   .243   .261   .251   .225   .225   .225   .225
   1.447  1.283  1.024   .831   .509   .471   .458   .406   .335   .251   .096   .096   .096   .096
   -.575  -.389  -.178  -.053   .111   .124   .206   .233   .259   .255   .238   .238   .238   .238
   1.310  1.181   .948   .783   .486   .452   .449   .397   .327   .241   .090   .090   .090   .090
   -.468  -.313  -.130  -.023   .132   .144   .199   .228   .257   .264   .253   .253   .253   .253
   1.310  1.181   .948   .783   .486   .452   .449   .397   .327   .241   .090   .090   .090   .090
   -.468  -.313  -.130  -.023   .132   .144   .199   .228   .257   .264   .253   .253   .253   .253
   1.310  1.181   .948   .783   .486   .452   .449   .397   .327   .241   .090   .090   .090   .090
   -.468  -.313  -.130  -.023   .132   .144   .199   .228   .257   .264   .253   .253   .253   .253
   1.310  1.181   .948   .783   .486   .452   .449   .397   .327   .241   .090   .090   .090   .090
   -.468  -.313  -.130  -.023   .132   .144   .199   .228   .257   .264   .253   .253   .253   .253
   1.310  1.181   .948   .783   .486   .452   .449   .397   .327   .241   .090   .090   .090   .090
   -.468  -.313  -.130  -.023   .132   .144   .199   .228   .257   .264   .253   .253   .253   .253
   1.310  1.181   .948   .783   .486   .452   .449   .397   .327   .241   .090   .090   .090   .090
   -.468  -.313  -.130  -.023   .132   .144   .199   .228   .257   .264   .253   .253   .253   .253
   1.310  1.181   .948   .783   .486   .452   .449   .397   .327   .241   .090   .090   .090   .090
   -.468  -.313  -.130  -.023   .132   .144   .199   .228   .257   .264   .253   .253   .253   .253
   1.310  1.181   .948   .783   .486   .452   .449   .397   .327   .241   .090   .090   .090   .090
   -.468  -.313  -.130  -.023   .132   .144   .199   .228   .257   .264   .253   .253   .253   .253
   1.310  1.181   .948   .783   .486   .452   .449   .397   .327   .241   .090   .090   .090   .090
   -.468  -.313  -.130  -.023   .132   .144   .199   .228   .257   .264   .253   .253   .253   .253
   1.310  1.181   .948   .783   .486   .452   .449   .397   .327   .241   .090   .090   .090   .090
   -.468  -.313  -.130  -.023   .132   .144   .199   .228   .257   .264   .253   .253   .253   .253
   1.310  1.181   .948   .783   .486   .452   .449   .397   .327   .241   .090   .090   .090   .090
   -.468  -.313  -.130  -.023   .132   .144   .199   .228   .257   .264   .253   .253   .253   .253
   1.310  1.181   .948   .783   .486   .452   .449   .397   .327   .241   .090   .090   .090   .090
   -.468  -.313  -.130  -.023   .132   .144   .199   .228   .257   .264   .253   .253   .253   .253
   1.310  1.181   .948   .783   .486   .452   .449   .397   .327   .241   .090   .090   .090   .090
   -.468  -.313  -.130  -.023   .132   .144   .199   .228   .257   .264   .253   .253   .253   .253
   1.000   .640  2.032  1.319   .946   .911   .937   .793   .649   .473   .102   .102   .102   .102
    .000   .191 -1.212  -.525  -.103  -.066  -.081   .022   .093   .149   .297   .297   .297   .297
    .676  1.422  1.724  1.467   .773   .722   .797   .682   .571   .419   .094   .094   .094   .094
    .333  -.621  -.915  -.646   .027   .066   .051   .117   .149   .177   .268   .268   .268   .268
    .667  2.131  1.505  1.297   .653   .600   .643   .565   .490   .371   .092   .092   .092   .092
    .220 -1.299  -.679  -.454   .098   .130   .209   .231   .221   .208   .239   .239   .239   .239
    .653  2.007  1.369  1.140   .573   .524   .510   .456   .411   .327   .093   .093   .093   .093
    .276 -1.143  -.510  -.295   .122   .146   .339   .333   .291   .234   .216   .216   .216   .216
    .651  2.069  1.350  1.031   .516   .471   .612   .513   .410   .289   .088   .088   .088   .088
    .258 -1.187  -.471  -.198   .135   .151   .228   .262   .274   .249   .203   .203   .203   .203
   3.353  1.903  1.316   .958   .471   .430   .517   .462   .382   .269   .086   .086   .086   .086
  -2.546  -.990  -.429  -.144   .145   .158   .281   .278   .271   .242   .192   .192   .192   .192
   2.525  1.669  1.232   .913   .462   .420   .457   .411   .342   .256   .088   .088   .088   .088
  -1.636  -.731  -.345  -.115   .129   .142   .293   .289   .281   .237   .186   .186   .186   .186
   1.920  1.480  1.148   .878   .477   .435   .427   .380   .323   .243   .089   .089   .089   .089
   -.996  -.535  -.261  -.083   .114   .127   .288   .293   .281   .244   .187   .187   .187   .187
   1.625  1.336  1.053   .828   .483   .443   .407   .366   .305   .236   .090   .090   .090   .090
   -.699  -.401  -.178  -.041   .112   .124   .280   .285   .284   .245   .191   .191   .191   .191
   1.465  1.233   .976   .782   .473   .437   .398   .351   .291   .223   .085   .085   .085   .085
   -.552  -.315  -.118  -.006   .126   .135   .269   .281   .284   .252   .199   .199   .199   .199
   1.278  1.081   .862   .706   .433   .403   .377   .332   .271   .202   .075   .075   .075   .075
   -.407  -.201  -.042   .043   .155   .161   .260   .274   .281   .257   .208   .208   .208   .208
   1.155   .967   .789   .652   .409   .378   .367   .322   .262   .191   .071   .071   .071   .071
   -.323  -.126  -.002   .072   .167   .176   .252   .267   .276   .260   .211   .211   .211   .211
   1.055   .881   .737   .618   .393   .375   .369   .320   .260   .188   .067   .067   .067   .067
   -.257  -.078   .021   .087   .178   .176   .240   .261   .273   .263   .218   .218   .218   .218
    .965   .810   .698   .596   .388   .375   .371   .324   .264   .190   .065   .065   .065   .065
   -.198  -.043   .036   .094   .183   .181   .232   .254   .269   .266   .228   .228   .228   .228
    .884   .749   .665   .577   .393   .381   .376   .331   .274   .199   .066   .066   .066   .066
   -.145  -.014   .047   .100   .183   .183   .225   .247   .264   .268   .240   .240   .240   .240
    .812   .694   .627   .550   .401   .389   .382   .340   .287   .214   .072   .072   .072   .072
   -.099   .013   .063   .115   .184   .187   .219   .241   .260   .271   .255   .255   .255   .255
    .745   .643   .587   .514   .401   .390   .390   .352   .303   .232   .088   .088   .088   .088
   -.054   .038   .082   .136   .194   .198   .212   .235   .258   .278   .276   .276   .276   .276
    .745   .643   .587   .514   .401   .390   .390   .352   .303   .232   .088   .088   .088   .088
   -.054   .038   .082   .136   .194   .198   .212   .235   .258   .278   .276   .276   .276   .276
    .745   .643   .587   .514   .401   .390   .390   .352   .303   .232   .088   .088   .088   .088
   -.054   .038   .082   .136   .194   .198   .212   .235   .258   .278   .276   .276   .276   .276
    .745   .643   .587   .514   .401   .390   .390   .352   .303   .232   .088   .088   .088   .088
   -.054   .038   .082   .136   .194   .198   .212   .235   .258   .278   .276   .276   .276   .276
    .745   .643   .587   .514   .401   .390   .390   .352   .303   .232   .088   .088   .088   .088
   -.054   .038   .082   .136   .194   .198   .212   .235   .258   .278   .276   .276   .276   .276
    .745   .643   .587   .514   .401   .390   .390   .352   .303   .232   .088   .088   .088   .088
   -.054   .038   .082   .136   .194   .198   .212   .235   .258   .278   .276   .276   .276   .276
    .998   .629  2.117  1.352   .950   .929   .907   .771   .637   .470   .101   .101   .101   .101
    .002   .156 -1.268  -.575  -.079  -.062  -.047   .045   .101   .148   .300   .300   .300   .300
    .721  1.807  1.736  1.526   .794   .750   .774   .665   .560   .418   .091   .091   .091   .091
    .288  -.993  -.886  -.681   .035   .066   .077   .134   .159   .179   .275   .275   .275   .275
    .464  2.188  1.453  1.309   .683   .634   .636   .561   .487   .372   .091   .091   .091   .091
    .507 -1.338  -.587  -.442   .092   .120   .212   .229   .218   .205   .242   .242   .242   .242
    .613  1.944  1.291  1.136   .605   .557   .493   .449   .406   .326   .091   .091   .091   .091
    .313 -1.058  -.403  -.270   .113   .136   .351   .334   .290   .234   .216   .216   .216   .216
    .611  1.807  1.227  1.032   .552   .505   .482   .406   .353   .283   .090   .090   .090   .090
    .250  -.895  -.324  -.183   .115   .133   .350   .364   .330   .259   .196   .196   .196   .196
   3.082  1.894  1.310   .974   .491   .447   .528   .468   .387   .278   .084   .084   .084   .084
  -2.284  -.971  -.412  -.151   .133   .148   .290   .285   .275   .236   .182   .182   .182   .182
   2.758  1.665  1.221   .905   .456   .415   .447   .403   .339   .248   .083   .083   .083   .083
  -1.875  -.717  -.326  -.102   .137   .149   .319   .304   .283   .236   .170   .170   .170   .170
   2.089  1.491  1.140   .864   .460   .420   .406   .366   .312   .235   .084   .084   .084   .084
  -1.153  -.533  -.247  -.069   .122   .134   .324   .312   .287   .237   .166   .166   .166   .166
   1.731  1.353  1.061   .822   .461   .422   .380   .341   .292   .222   .084   .084   .084   .084
   -.776  -.396  -.174  -.033   .121   .132   .322   .314   .290   .241   .167   .167   .167   .167
   1.541  1.241   .982   .777   .458   .421   .359   .325   .273   .215   .083   .083   .083   .083
   -.585  -.294  -.106   .004   .126   .134   .319   .310   .294   .240   .167   .167   .167   .167
   1.337  1.085   .860   .695   .425   .394   .336   .298   .248   .192   .074   .074   .074   .074
   -.405  -.168  -.014   .063   .153   .158   .306   .304   .290   .244   .171   .171   .171   .171
   1.215   .973   .776   .634   .388   .360   .318   .281   .232   .177   .066   .066   .066   .066
   -.314  -.087   .038   .099   .174   .177   .298   .296   .283   .241   .170   .170   .170   .170
   1.124   .888   .716   .590   .368   .348   .309   .271   .223   .168   .062   .062   .062   .062
   -.254  -.033   .071   .123   .182   .179   .290   .290   .279   .240   .171   .171   .171   .171
   1.047   .822   .674   .560   .352   .337   .304   .267   .218   .162   .061   .061   .061   .061
   -.204   .002   .090   .136   .191   .186   .284   .285   .276   .241   .170   .170   .170   .170
    .977   .769   .643   .539   .342   .331   .302   .265   .217   .159   .058   .058   .058   .058
   -.161   .028   .102   .144   .198   .192   .278   .280   .274   .244   .174   .174   .174   .174
    .915   .723   .617   .522   .338   .328   .301   .265   .218   .159   .056   .056   .056   .056
   -.124   .049   .110   .150   .201   .197   .275   .277   .272   .246   .180   .180   .180   .180
    .860   .681   .590   .503   .337   .326   .300   .265   .219   .161   .055   .055   .055   .055
   -.093   .066   .121   .161   .205   .204   .273   .277   .273   .251   .187   .187   .187   .187
    .810   .647   .563   .478   .333   .322   .298   .259   .220   .163   .055   .055   .055   .055
   -.066   .077   .132   .176   .214   .215   .273   .283   .276   .259   .197   .197   .197   .197
    .717   .593   .516   .428   .311   .302   .298   .259   .220   .160   .053   .053   .053   .053
   -.012   .089   .144   .200   .240   .242   .271   .287   .288   .284   .230   .230   .230   .230
    .717   .593   .516   .428   .311   .302   .298   .259   .220   .160   .053   .053   .053   .053
   -.012   .089   .144   .200   .240   .242   .271   .287   .288   .284   .230   .230   .230   .230
    .717   .593   .516   .428   .311   .302   .298   .259   .220   .160   .053   .053   .053   .053
   -.012   .089   .144   .200   .240   .242   .271   .287   .288   .284   .230   .230   .230   .230
    .717   .593   .516   .428   .311   .302   .298   .259   .220   .160   .053   .053   .053   .053
   -.012   .089   .144   .200   .240   .242   .271   .287   .288   .284   .230   .230   .230   .230
   1.003   .756  2.166  1.399   .949   .945   .875   .745   .622   .465   .097   .097   .097   .097
   -.003   .075 -1.284  -.595  -.051  -.052  -.010   .075   .119   .156   .306   .306   .306   .306
    .930  2.056  1.716  1.549   .795   .762   .745   .643   .547   .413   .089   .089   .089   .089
    .074 -1.227  -.825  -.687   .060   .078   .105   .155   .171   .184   .281   .281   .281   .281
    .433  2.212  1.397  1.312   .696   .654   .626   .552   .481   .369   .089   .089   .089   .089
    .533 -1.345  -.496  -.428   .104   .125   .215   .232   .219   .206   .247   .247   .247   .247
    .567  1.881  1.207  1.117   .626   .581   .493   .450   .405   .324   .089   .089   .089   .089
    .352  -.972  -.289  -.231   .117   .136   .343   .325   .284   .234   .219   .219   .219   .219
    .598  1.609  1.120  1.006   .581   .535   .383   .357   .333   .279   .091   .091   .091   .091
    .315  -.669  -.194  -.136   .109   .127   .442   .407   .346   .262   .193   .193   .193   .193
   2.803  1.721  1.173   .942   .517   .472   .485   .414   .332   .251   .084   .084   .084   .084
  -1.998  -.776  -.256  -.101   .127   .143   .323   .331   .324   .263   .176   .176   .176   .176
   2.953  1.641  1.199   .899   .460   .416   .444   .404   .338   .246   .081   .081   .081   .081
  -2.079  -.684  -.296  -.087   .142   .157   .331   .309   .285   .234   .160   .160   .160   .160
   2.233  1.478  1.125   .854   .451   .411   .396   .361   .307   .232   .080   .080   .080   .080
  -1.294  -.512  -.228  -.057   .130   .140   .341   .320   .289   .231   .154   .154   .154   .154
   1.815  1.351  1.058   .815   .448   .409   .367   .332   .286   .219   .080   .080   .080   .080
   -.844  -.383  -.166  -.025   .129   .139   .343   .325   .291   .232   .151   .151   .151   .151
   1.586  1.238   .982   .772   .446   .413   .341   .313   .266   .213   .079   .079   .079   .079
   -.605  -.276  -.098   .011   .128   .133   .344   .323   .295   .229   .150   .150   .150   .150
   1.357  1.078   .858   .690   .421   .389   .313   .281   .238   .190   .074   .074   .074   .074
   -.385  -.138   .002   .074   .149   .154   .333   .319   .292   .232   .148   .148   .148   .148
   1.228   .963   .767   .624   .383   .355   .291   .260   .220   .173   .067   .067   .067   .067
   -.279  -.050   .063   .115   .171   .173   .323   .310   .283   .227   .145   .145   .145   .145
   1.138   .877   .701   .575   .358   .337   .277   .247   .207   .161   .062   .062   .062   .062
   -.212   .009   .103   .142   .180   .176   .314   .301   .276   .223   .142   .142   .142   .142
   1.064   .811   .653   .538   .337   .319   .269   .238   .199   .153   .060   .060   .060   .060
   -.162   .049   .128   .160   .190   .185   .306   .294   .270   .221   .139   .139   .139   .139
   1.000   .758   .617   .511   .321   .308   .263   .233   .193   .147   .057   .057   .057   .057
   -.120   .077   .144   .171   .198   .190   .299   .288   .266   .220   .139   .139   .139   .139
    .943   .714   .591   .492   .310   .301   .260   .230   .190   .144   .054   .054   .054   .054
   -.085   .098   .152   .178   .203   .195   .294   .284   .262   .219   .141   .141   .141   .141
    .892   .674   .566   .475   .303   .295   .256   .227   .189   .141   .052   .052   .052   .052
   -.056   .116   .162   .184   .207   .201   .291   .280   .260   .220   .143   .143   .143   .143
    .846   .639   .542   .458   .299   .289   .252   .224   .187   .140   .050   .050   .050   .050
   -.032   .130   .172   .193   .210   .207   .290   .279   .259   .222   .147   .147   .147   .147
    .765   .584   .492   .413   .282   .273   .240   .208   .180   .135   .047   .047   .047   .047
    .007   .146   .193   .220   .228   .226   .293   .290   .266   .234   .159   .159   .159   .159
    .672   .539   .453   .365   .252   .245   .230   .195   .168   .122   .041   .041   .041   .041
    .053   .147   .196   .238   .251   .249   .293   .295   .277   .254   .181   .181   .181   .181
    .575   .492   .425   .346   .250   .239   .233   .199   .169   .122   .038   .038   .038   .038
